ISSN;TITULO;QUALIS
18460410;ACTA STOMATOLOGICA CROATICA (ONLINE);B2
12215872;ACTA TECHNICA NAPOCENSIS. SERIES APPLIED MATHEMATICS AND MECHANICS;B1
13385267;ACTA TECHNOLOGICA AGRICULTURAE;B1
1982422X;ACTA TECNOLOGICA;C
03279286;ACTA TOXICOLOGICA ARGENTINA;C
18513743;ACTA TOXICOLOGICA ARGENTINA (ONLINE);C
0001706X;ACTA TROPICA;A2
20079621;ACTA UNIVERSITARIA;B2
00017132;ACTA UNIVERSITATIS CAROLINAE. GEOLOGICA;B4
23366052;ACTA UNIVERSITATIS CAROLINAE: KINANTHROPOLOGICA;B2
02396661;ACTA UNIVERSITATIS WRATISLAVIENSIS. NIEMCOZNAWSTWO;C
05678315;ACTA VETERINARIA (BEOGRAD);A4
19815484;ACTA VETERINARIA BRASILICA;B1
00017213;ACTA VETERINARIA BRNO (PRINT);B1
2618639X;ACTA VETERINARIA EURASIA;B3
02366290;ACTA VETERINARIA HUNGARICA (1983);A3
17510147;ACTA VETERINARIA SCANDINAVICA (ONLINE);A2
0001723X;ACTA VIROLOGICA (ENGLISH ED.);B3
00017272;ACTA ZOOLOGICA (STOCKHOLM);A3
00651729;ACTA ZOOLOGICA LILLOANA;C
13921657;ACTA ZOOLOGICA LITUANICA (SPAUSDINTA);C
00651737;ACTA ZOOLOGICA MEXICANA;B1
14636395;ACTA ZOOLOGICA ONLINE;A3
23405503;ACTAS DE ARQUITECTURA RELIGIOSA CONTEMPORANEA;B1
15782190;ACTAS DERMO-SIFILIOGRAFICAS;B2
00017310;ACTAS DERMO-SIFILIOGRAFICAS (ED. IMPRESA);B2
15782735;ACTAS ESPANOLAS DE PSIQUIATRIA;B1
22539727;ACTAS IBEROAMERICANAS DE CONSERVACION ANIMAL;B4
02104806;ACTAS UROLOGICAS ESPANOLAS;B3
03355322;ACTES DE LA RECHERCHE EN SCIENCES SOCIALES;A2
22704957;ACTES SEMIOTIQUES (EN LIGNE);A3
1678488X;ACTIO (FACULDADES MARINGA);C
25258923;ACTIO: DOCENCIA EM CIENCIAS;A3
24470384;ACTIO: REVISTA DE ESTUDOS JURIDICOS;C
14767503;ACTION RESEARCH (LONDON. PRINT);A3
15454517;ACTION, CRITICISM, & THEORY FOR MUSIC EDUCATION;A1
25197355;ACTUALIDAD BRICS- BOLETIN DE RELACIONES INTERNACIONALES;B4
16984277;ACTUALIDAD EN FARMACOLOGIA Y TERAPEUTICA;B2
03252590;ACTUALIDAD PSICOLOGICA;B1
03043584;ACTUALIDADES BIOLOGICAS;B4
22153535;ACTUALIDADES EN PSICOLOGIA;A3
14094703;ACTUALIDADES INVESTIGATIVAS EN EDUCACION;A2
01201700;ACTUALIDADES PEDAGOGICAS;A3
17784034;ACTUALITES DE LA CONSERVATION;B3
16698975;ACTUALIZACIONES EN OSTEOLOGIA (IMPRESA);B4
20760825;ACTUATORS;A3
19696728;ACTUEL MARX;B1
07180179;ACTUEL MARX INTERVENCIONES;B1
03601293;ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;B1
09645284;ACUPUNCTURE IN MEDICINE;A3
1983442X;ACUSTICA E VIBRACOES;B3
16101928;ACUSTICA UNITED WITH ACTA ACUSTICA;A1
21848033;AD AETERNUM;C
15708705;AD HOC NETWORKS;A1
23250496;ADA;B3
12808571;ADANSONIA;B2
18088902;ADAPTA (RIO CLARO);B1
22382984;ADAPTA SHORT NOTES;B4
17550645;ADAPTATION;A2
07365829;ADAPTED PHYSICAL ACTIVITY QUARTERLY;A4
10597123;ADAPTIVE BEHAVIOR;A1
15187438;ADCONTAR (UNAMA);C
09652140;ADDICTION (ABINGDON. PRINT);A1
13691600;ADDICTION BIOLOGY (ONLINE);A1
13556215;ADDICTION BIOLOGY (PRINT);A1
16066359;ADDICTION RESEARCH & THEORY;A3
19400640;ADDICTION SCIENCE & CLINICAL PRACTICE;A2
03064603;ADDICTIVE BEHAVIORS;A2
23528532;ADDICTIVE BEHAVIORS REPORTS;A4
15315754;ADDICTIVE DISORDERS & THEIR TREATMENT;B2
22148604;ADDITIVE MANUFACTURING;A1
18666116;ADHD - ATTENTION DEFICIT AND HYPERACTIVITY DISORDERS;A4
15519899;ADHOC & SENSOR WIRELESS NETWORKS;A4
15189929;ADM. MADE (UNIVERSIDADE ESTACIO DE SA);A4
22375139;ADM.MADE;A4
16920279;AD-MINISTER;A4
23167548;ADMINISTRACAO DE EMPRESAS EM REVISTA;A1
21755787;ADMINISTRACAO PUBLICA E GESTAO SOCIAL;A3
21776083;ADMINISTRACAO: ENSINO E PESQUISA;A3
23580917;ADMINISTRACAO: ENSINO E PESQUISA (RAEP);A3
18870279;ADMINISTRACION & CIDADANIA (ED. EN CASTELLANO);B2
18870287;ADMINISTRACION & CIDADANIA (ED. EN GALEGO);B2
25005227;ADMINISTRACION Y DESARROLLO (VERSAO DIGITAL);B1
15839583;ADMINISTRATIE SI MANAGEMENT PUBLIC;A1
10154833;ADMINISTRATIO PUBLICA;B2
00953997;ADMINISTRATION & SOCIETY;A2
0894587X;ADMINISTRATION AND POLICY IN MENTAL HEALTH;A2
10050078;ADMINISTRATIVE LAW REVIEW;A1
00018392;ADMINISTRATIVE SCIENCE QUARTERLY;A1
20763387;ADMINISTRATIVE SCIENCES;A2
10841806;ADMINISTRATIVE THEORY & PRAXIS;A3
07517696;ADOLESCENCE (PARIS);B4
21775281;ADOLESCENCIA & SAUDE;B2
16799941;ADOLESCENCIA & SAUDE (UERJ);B2
1179318X;ADOLESCENT HEALTH, MEDICINE AND THERAPEUTICS (ONLINE);C
09295607;ADSORPTION (BOSTON);A2
15728757;ADSORPTION (DORDRECHT. ONLINE);A2
02636174;ADSORPTION SCIENCE & TECHNOLOGY;A2
24482099;ADSUMUS (REVISTA JURIDICA DA DEFENSORIA PUBLICA DO TOCANTINS);C
03427633;ADULT EDUCATION AND DEVELOPMENT;B4
20424868;ADVANCE JOURNAL OF FOOD SCIENCE AND TECHNOLOGY;B2
24553549;ADVANCE RESEARCH JOURNAL OF MEDICAL AND CLINICAL SCIENCE;C
23667478;ADVANCED BIOSYSTEMS;A4
0896422X;ADVANCED COATINGS & SURFACE TECHNOLOGY;C
09243046;ADVANCED COMPOSITE MATERIALS (PRINT);A3
0169409X;ADVANCED DRUG DELIVERY REVIEWS;A1
21190275;ADVANCED ELECTROMAGNETICS;B2
2199160X;ADVANCED ELECTRONIC MATERIALS;A1
16146832;ADVANCED ENERGY MATERIALS;A1
14740346;ADVANCED ENGINEERING INFORMATICS;A2
15272648;ADVANCED ENGINEERING MATERIALS;A2
14381656;ADVANCED ENGINEERING MATERIALS (PRINT);A2
25247921;ADVANCED FIBER MATERIALS;B4
1616301X;ADVANCED FUNCTIONAL MATERIALS (PRINT);A1
21922659;ADVANCED HEALTHCARE MATERIALS;A1
25425048;ADVANCED INDUSTRIAL AND ENGINEERING POLYMER RESEARCH;B3
20424876;ADVANCED JOURNAL OF FOOD SCIENCE AND TECHNOLOGY;B2
26879689;ADVANCED JOURNAL OF TOXICOLOGY;C
20550340;ADVANCED MANUFACTURING: POLYMER & COMPOSITES SCIENCE;A3
15214095;ADVANCED MATERIALS (ONLINE);A1
09359648;ADVANCED MATERIALS (WEINHEIM PRINT);A1
21967350;ADVANCED MATERIALS INTERFACES;A1
09763961;ADVANCED MATERIALS LETTERS;B2
20024428;ADVANCED MATERIALS PROCEEDINGS;B2
10226680;ADVANCED MATERIALS RESEARCH;C
16628985;ADVANCED MATERIALS RESEARCH (ONLINE);C
2365709X;ADVANCED MATERIALS TECHNOLOGIES;A1
18414311;ADVANCED MODELLING AND OPTIMIZATION;C
15361365;ADVANCED NONLINEAR STUDIES;A1
21951071;ADVANCED OPTICAL MATERIALS;A1
21928576;ADVANCED OPTICAL TECHNOLOGIES (IMPRESSO);A4
22517308;ADVANCED PHARMACEUTICAL BULLETIN;A2
26999293;ADVANCED PHOTONICS RESEARCH;B2
09218831;ADVANCED POWDER TECHNOLOGY (PRINT);A1
24726400;ADVANCED RESEARCH IN GASTROENTEROLOGY & HEPATOLOGY;C
01691864;ADVANCED ROBOTICS (PRINT);A4
21983844;ADVANCED SCIENCE;A1
21646627;ADVANCED SCIENCE, ENGINEERING AND MEDICINE;B2
18698433;ADVANCED STRUCTURED MATERIALS;B2
23667486;ADVANCED SUSTAINABLE SYSTEMS;A2
16154169;ADVANCED SYNTHESIS & CATALYSIS;A1
16154150;ADVANCED SYNTHESIS & CATALYSIS (PRINT);A1
23791764;ADVANCED TECHNIQUES IN BIOLOGY & MEDICINE;C
25130390;ADVANCED THEORY AND SIMULATIONS;A3
23663987;ADVANCED THERAPEUTICS;C
23542152;ADVANCEMENT IN MEDICINAL PLANT RESEARCH;B3
23847336;ADVANCEMENT IN SCIENTIFIC AND ENGINEERING RESEARCH;C
26390531;ADVANCEMENTS IN CASE STUDIES;B4
26390574;ADVANCEMENTS IN CIVIL ENGINEERING & TECHNOLOGY;C
11786949;ADVANCES AND APPLICATIONS IN BIOINFORMATICS AND CHEMISTRY;A1
09746803;ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES;B3
19309139;ADVANCES IN ACCOUNTING, FINANCE AND ECONOMICS;C
21690499;ADVANCES IN AGING RESEARCH;C
00652113;ADVANCES IN AGRONOMY;A1
25183680;ADVANCES IN ANALYSIS;B4
21632839;ADVANCES IN ANALYTICAL CHEMISTRY;C
03015556;ADVANCES IN ANATOMY, EMBRYOLOGY, AND CELL BIOLOGY;A3
23078316;ADVANCES IN ANIMAL AND VETERINARY SCIENCES;B2
20404700;ADVANCES IN ANIMAL BIOSCIENCES;B4
21639353;ADVANCES IN ANTHROPOLOGY;C
17436753;ADVANCES IN APPLIED CERAMICS (PRINT);A3
01887009;ADVANCES IN APPLIED CLIFFORD ALGEBRAS;A4
01968858;ADVANCES IN APPLIED MATHEMATICS (PRINT);A4
20700733;ADVANCES IN APPLIED MATHEMATICS AND MECHANICS;A2
00652164;ADVANCES IN APPLIED MICROBIOLOGY;A2
00018678;ADVANCES IN APPLIED PROBABILITY;A4
09768610;ADVANCES IN APPLIED SCIENCE RESEARCH;C
21654336;ADVANCES IN APPLIED SOCIOLOGY (ONLINE);B2
21654328;ADVANCES IN APPLIED SOCIOLOGY (PRINT);B2
16877969;ADVANCES IN ASTRONOMY;A4
02561530;ADVANCES IN ATMOSPHERIC SCIENCES;A4
07246145;ADVANCES IN BIOCHEMICAL ENGINEERING, BIOTECHNOLOGY;A4
23290870;ADVANCES IN BIOCHEMISTRY;B4
25747258;ADVANCES IN BIOCHEMISTRY AND BIOTECHNOLOGY;C
21622191;ADVANCES IN BIOLOGICAL CHEMISTRY;C
21622183;ADVANCES IN BIOLOGICAL CHEMISTRY.;C
22124926;ADVANCES IN BIOLOGICAL REGULATION;A1
21568502;ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY;B3
21568456;ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY (IMPRESSO);B3
24747637;ADVANCES IN BIOTECHNOLOGY & MICROBIOLOGY;C
18648258;ADVANCES IN CALCULUS OF VARIATIONS;A2
09517197;ADVANCES IN CEMENT RESEARCH;A3
17517605;ADVANCES IN CEMENT RESEARCH (ONLINE);A3
21600392;ADVANCES IN CHEMICAL ENGINEERING AND SCIENCE;B2
15485595;ADVANCES IN CHRONIC KIDNEY DISEASE (PRINT);A2
16878094;ADVANCES IN CIVIL ENGINEERING (ONLINE);B2
16878086;ADVANCES IN CIVIL ENGINEERING (PRINT);B2
21653984;ADVANCES IN CIVIL ENGINEERING MATERIALS (ONLINE);B1
00652423;ADVANCES IN CLINICAL CHEMISTRY;A2
18951171;ADVANCES IN COGNITIVE PSYCHOLOGY;B3
00018686;ADVANCES IN COLLOID AND INTERFACE SCIENCE (PRINT);A1
26377802;ADVANCES IN COMPLEMENTARY & ALTERNATIVE MEDICINE;C
02195259;ADVANCES IN COMPLEX SYSTEMS;B2
24660523;ADVANCES IN COMPUTATIONAL DESIGN (ONLINE);B1
10197168;ADVANCES IN COMPUTATIONAL MATHEMATICS;A2
09736999;ADVANCES IN COMPUTER SCIENCE AND ENGINEERING;A2
22875301;ADVANCES IN CONCRETE CONSTRUCTION;A3
16878108;ADVANCES IN CONDENSED MATTER PHYSICS (PRINT);B2
00989258;ADVANCES IN CONSUMER RESEARCH;B3
25732862;ADVANCES IN CYTOLOGY & PATHOLOGY;B4
18625347;ADVANCES IN DATA ANALYSIS AND CLASSIFICATION;A2
2424922X;ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS;B3
08959374;ADVANCES IN DENTAL RESEARCH;A1
15440737;ADVANCES IN DENTAL RESEARCH (ONLINE);A1
24726389;ADVANCES IN DENTISTRY & ORAL HEALTH;B4
15234223;ADVANCES IN DEVELOPING HUMAN RESOURCES;A2
10799389;ADVANCES IN DIFFERENTIAL EQUATIONS;A3
09743243;ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES;C
23519800;ADVANCES IN DIGESTIVE MEDICINE;B3
22552863;ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL;B2
17570972;ADVANCES IN DUAL DIAGNOSIS;B3
00652504;ADVANCES IN ECOLOGICAL RESEARCH;A1
23315075;ADVANCES IN ECONOMICS AND BUSINESS (ONLINE);B3
15827445;ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING (PRINT);B1
22876316;ADVANCES IN ENERGY RESEARCH;B2
09659978;ADVANCES IN ENGINEERING SOFTWARE;A1
23311991;ADVANCES IN ENTOMOLOGY;B4
10930191;ADVANCES IN ENVIRONMENTAL RESEARCH (PRINT);B2
23284854;ADVANCES IN ENZYME RESEARCH (ONLINE);B3
00652598;ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY;A4
19276303;ADVANCES IN FIXED POINT THEORY;B4
25207105;ADVANCES IN FOOD SCIENCE AND ENGINEERING;B4
23778350;ADVANCES IN FOOD TECHNOLOGY AND NUTRITIONAL SCIENCES;C
23578181;ADVANCES IN FORESTRY SCIENCE;B4
15292126;ADVANCES IN GENDER RESEARCH;A4
11799870;ADVANCES IN GENOMICS AND GENETICS;C
1615715X;ADVANCES IN GEOMETRY (PRINT);A4
16807340;ADVANCES IN GEOSCIENCES (PRINT);B1
13824996;ADVANCES IN HEALTH SCIENCES EDUCATION;A1
16879112;ADVANCES IN HEMATOLOGY;A4
16877357;ADVANCES IN HIGH ENERGY PHYSICS;B1
23270446;ADVANCES IN HISTORICAL STUDIES;B3
03946169;ADVANCES IN HORTICULTURAL SCIENCE;B3
23218568;ADVANCES IN HUMAN BIOLOGY;B3
16875893;ADVANCES IN HUMAN-COMPUTER INTERACTION;B1
21642648;ADVANCES IN INFECTIOUS DISEASES;C
08988838;ADVANCES IN INORGANIC CHEMISTRY (PRINT);A3
22129588;ADVANCES IN INTEGRATIVE MEDICINE;B2
21945357;ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING;B2
14747979;ADVANCES IN INTERNATIONAL MARKETING;A4
21616825;ADVANCES IN INTERNET OF THINGS (ONLINE);B2
09385495;ADVANCES IN KNOWLEDGE ORGANIZATION;B4
21631387;ADVANCES IN LIFE SCIENCES;B3
20953127;ADVANCES IN MANUFACTURING (IMPRESSO);A2
00652881;ADVANCES IN MARINE BIOLOGY;A1
2374068X;ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES;B1
17302439;ADVANCES IN MATERIALS SCIENCE;B2
16878442;ADVANCES IN MATERIALS SCIENCE AND ENGINEERING (ONLINE);A3
16878434;ADVANCES IN MATERIALS SCIENCE AND ENGINEERING (PRINT);A3
16879139;ADVANCES IN MATHEMATICAL PHYSICS;B2
16879120;ADVANCES IN MATHEMATICAL PHYSICS (PRINT);B2
13434373;ADVANCES IN MATHEMATICAL SCIENCES AND APPLICATIONS;C
18578365;ADVANCES IN MATHEMATICS;B4
00018708;ADVANCES IN MATHEMATICS (NEW YORK. 1965);A1
19305346;ADVANCES IN MATHEMATICS OF COMMUNICATIONS;A3
19305338;ADVANCES IN MATHEMATICS OF COMMUNICATIONS (ONLINE);A3
16878140;ADVANCES IN MECHANICAL ENGINEERING;A4
11797258;ADVANCES IN MEDICAL EDUCATION AND PRACTICE;A1
18984002;ADVANCES IN MEDICAL SCIENCES;A3
16879309;ADVANCES IN METEOROLOGY;A4
25152459;ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE;A2
21653410;ADVANCES IN MICROBIOLOGY;B3
24247847;ADVANCES IN MODERN ONCOLOGY RESEARCH (PRINT);C
2287237X;ADVANCES IN NANO RESEARCH;A2
21690529;ADVANCES IN NANOPARTICLES;B2
20436262;ADVANCES IN NATURAL SCIENCES: NANOSCIENCE AND NANOTECHNOLOGY;A2
15360903;ADVANCES IN NEONATAL CARE (PRINT);A3
00913952;ADVANCES IN NEUROLOGY;C
2191950X;ADVANCES IN NONLINEAR ANALYSIS;A2
26751798;ADVANCES IN NURSING AND HEALTH;B2
01619268;ADVANCES IN NURSING SCIENCE;A1
21565376;ADVANCES IN NUTRITION;A1
26878089;ADVANCES IN OCEANOGRAPHY & MARINE BIOLOGY (AOMB);C
2538225X;ADVANCES IN OPERATOR THEORY;B1
16876407;ADVANCES IN OPTICAL TECHNOLOGIES;C
19438206;ADVANCES IN OPTICS AND PHOTONICS;A1
0065308X;ADVANCES IN PARASITOLOGY;A1
21699712;ADVANCES IN PARKINSON'S DISEASE;B4
10991557;ADVANCES IN PHARMACOEPIDEMIOLOGY & DRUG SAFETY;A1
26334690;ADVANCES IN PHARMACOLOGICAL AND PHARMACEUTICAL SCIENCES;C
16876334;ADVANCES IN PHARMACOLOGICAL SCIENCES (PRINT);A2
23320036;ADVANCES IN PHARMACOLOGY AND PHARMACY;C
21640386;ADVANCES IN PHYSICAL EDUCATION;C
10434046;ADVANCES IN PHYSIOLOGY EDUCATION;A4
15221229;ADVANCES IN PHYSIOLOGY EDUCATION (ONLINE);A4
23736402;ADVANCES IN PLANTS & AGRICULTURE RESEARCH;C
25726684;ADVANCES IN PLASTIC & RECONSTRUCTIVE SURGERY;B4
16749928;ADVANCES IN POLAR SCIENCE;B4
10982329;ADVANCES IN POLYMER TECHNOLOGY;A4
07306679;ADVANCES IN POLYMER TECHNOLOGY (PRINT);A4
18761623;ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY;A3
26918803;ADVANCES IN PUBLIC HEALTH, COMMUNITY AND TROPICAL MEDICINE;C
18696090;ADVANCES IN PURE AND APPLIED MATHEMATICS;B1
24757675;ADVANCES IN RECYCLING & WASTE MANAGEMENT;C
21692688;ADVANCES IN REMOTE SENSING;C
23480394;ADVANCES IN RESEARCH;B2
25233106;ADVANCES IN RHEUMATOLOGY;B2
21689695;ADVANCES IN ROBOTICS & AUTOMATION;C
24156698;ADVANCES IN SCIENCE, TECHNOLOGY AND ENGINEERING SYSTEMS JOURNAL;C
19838611;ADVANCES IN SCIENTIFIC & APPLIED ACCOUNTING;A3
15277941;ADVANCES IN SKIN & WOUND CARE;A3
20550286;ADVANCES IN SOCIAL SCIENCES RESEARCH JOURNAL;A4
02731177;ADVANCES IN SPACE RESEARCH;A2
13694332;ADVANCES IN STRUCTURAL ENGINEERING;A4
10786236;ADVANCES IN SYSTEMS SCIENCE AND APPLICATIONS;B3
00653438;ADVANCES IN THE ASTRONAUTICAL SCIENCES;B3
10950761;ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS (PRINT);A2
0741238X;ADVANCES IN THERAPY;A2
25728490;ADVANCES IN TISSUE ENGINEERING AND REGENERATIVE MEDICINE: OPEN ACCESS;B3
26924633;ADVANCES IN TOXICOLOGY AND TOXI EFFECTS;C
26624052;ADVANCES IN TRADITIONAL MEDICINE;C
16875915;ADVANCES IN TRIBOLOGY;A3
16876369;ADVANCES IN UROLOGY (PRINT);A4
16878639;ADVANCES IN VIROLOGY;A3
03091708;ADVANCES IN WATER RESOURCES;A1
21621934;ADVANCES IN WOUND CARE;A1
1808883X;ADVERBIO (FAG);B3
20556594;ADVERTISING & MARKETING;C
15183769;ADVIR (ASDUERJ);A4
21773416;ADVOCATUS;C
2675424X;AEC&D - ARTE, EDUCACAO, COMUNICACAO & DESIGN;C
19845634;AEDOS: REVISTA DO CORPO DISCENTE DO PROGRAMA DE POS-GRADUACAO EM HISTORIA DA UFRGS (ONLINE);A3
18759637;AEOLIAN RESEARCH;A2
00019054;AEQUATIONES MATHEMATICAE (PRINT);A3
07173504;AEREA;C
03935965;AEROBIOLOGIA (BOLOGNA);A2
00019240;AERONAUTICAL JOURNAL (1968);A4
25764500;AERONAUTICS AND AEROSPACE OPEN ACCESS JOURNAL;C
16808584;AEROSOL AND AIR QUALITY RESEARCH;A2
02786826;AEROSOL SCIENCE AND TECHNOLOGY (PRINT);A3
23756314;AEROSPACE MEDICINE AND HUMAN PERFORMANCE;B2
12709638;AEROSPACE SCIENCE AND TECHNOLOGY (IMPRIME);A1
0364216X;AESTHETIC PLASTIC SURGERY;A4
14325241;AESTHETIC PLASTIC SURGERY (ONLINE);A4
1090820X;AESTHETIC SURGERY JOURNAL;A1
17242118;AESTIMUM;A3
14348411;AEU - INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS;A3
01238884;AFFECTIO SOCIETATIS;B1
00019704;AFINIDAD (BARCELONA);B3
09824022;AFIS SCIENCE ... ET PSEUDO-SCIENCES;B2
2594732X;AFLUENTE;B1
25253441;AFLUENTE - REVISTA DE LETRAS E LINGUISTICA;A4
24467375;AFRICA(S);B3
00019933;AFRICAN ARTS;A4
18725457;AFRICAN DIASPORA;B2
01452258;AFRICAN ECONOMIC HISTORY;B2
10213589;AFRICAN ENTOMOLOGY;B2
16806905;AFRICAN HEALTH SCIENCES;A4
17290503;AFRICAN HEALTH SCIENCES (ONLINE);A4
16815556;AFRICAN INVERTEBRATES;B1
19933738;AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;B4
1991637X;AFRICAN JOURNAL OF AGRICULTURAL RESEARCH;B3
16845315;AFRICAN JOURNAL OF BIOTECHNOLOGY;B3
35193824;AFRICAN JOURNAL OF BOTANY;C
19938233;AFRICAN JOURNAL OF BUSINESS MANAGEMENT;C
15543897;AFRICAN JOURNAL OF CRIMINOLOGY AND JUSTICE STUDIES;B3
22267220;AFRICAN JOURNAL OF DISABILITY (ON LINE);B1
20400705;AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES;A2
19960786;AFRICAN JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY;B1
21415455;AFRICAN JOURNAL OF FOOD AND TECHNOLOGY;C
19960794;AFRICAN JOURNAL OF FOOD SCIENCE;B1
16845374;AFRICAN JOURNAL OF FOOD, AGRICULTURE, NUTRITION AND DEVELOPMENT;B1
2223814X;AFRICAN JOURNAL OF HOSPITALITY, TOURISM AND LEISURE;A3
23267283;AFRICAN JOURNAL OF INTERNAL MEDICINE;C
22252002;AFRICAN JOURNAL OF LABORATORY MEDICINE;B1
1814232X;AFRICAN JOURNAL OF MARINE SCIENCE (PRINT);A4
19960808;AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH;B3
19960816;AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY;B4
19960824;AFRICAN JOURNAL OF PLANT SCIENCE;B4
20712936;AFRICAN JOURNAL OF PRIMARY HEALTH CARE & FAMILY MEDICINE;B3
10220119;AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE;A3
01896016;AFRICAN JOURNAL OF TRADITIONAL, COMPLEMENTARY AND ALTERNATIVE MEDICINES;C
00020184;AFRICAN STUDIES (JOHANNESBURG);A1
00020206;AFRICAN STUDIES REVIEW;A1
08742375;AFRICANA STUDIA;B2
22378839;AFRICANIAS.COM;C
12762458;AFRICULTURES: LA REVUE DE REFERENCE DES CULTURES AFRICAINES;B1
10129405;AFRIKA MATEMATIKA;B2
09471723;AFRIKA, ASIEN, BRASILIEN, PORTUGAL;C
17790042;AFRIQUE ASIE;B4
19811411;AFROASIA;A1
00020591;AFRO-ASIA (UFBA. IMPRESSO);A1
24928550;AFS;B4
14654253;AFTERALL;A4
25788531;AFTERIMAGE;A3
22795057;AG- ABOUT GENDER;A4
22539042;AGALI JOURNAL;B2
11303557;AGALIA (A CORUNHA);A2
17230284;AGALMA (ROMA);B3
2532683X;AGATHON;A4
20691025;AGATHOS-AN INTERNATIONALREVIEW OF THE HUMANITIES AND SOCIAL SCIENCES;A3
01619152;AGE;A3
00020729;AGE AND AGEING;A1
0144686X;AGEING AND SOCIETY (PRINT);A2
01635158;AGEING INTERNATIONAL;B2
15681637;AGEING RESEARCH REVIEWS (PRINT);A1
20027850;AGEING SCIENCE & MENTAL HEALTH STUDIES;C
25915312;AGENDA DE REFLEXION EN ARQUITECTURA;B1
23115718;AGENDA INTERNACIONAL;A3
23188499;AGENDA POLITICA;A3
19819862;AGENDA SOCIAL (UENF);B3
23186054;AGENTE: REVISTA DE PSICANALISE;C
15787168;AGER;B1
13591789;AGGRESSION AND VIOLENT BEHAVIOUR;A1
0096140X;AGGRESSIVE BEHAVIOR (PRINT);A3
13646915;AGING & MENTAL HEALTH;A1
13607863;AGING & MENTAL HEALTH (PRINT);A1
19454589;AGING (ALBANY);A2
21525250;AGING AND DISEASE;A1
14749726;AGING CELL;A1
14749718;AGING CELL (PRINT);A1
17208319;AGING CLINICAL AND EXPERIMENTAL RESEARCH;A3
15940667;AGING CLINICAL AND EXPERIMENTAL RESEARCH (TESTO STAMPATO);A3
13685538;AGING MALE;A4
26638851;AGING MEDICINE AND HEALTHCARE;B2
12969915;AGIR;C
21829888;AGIR - REVISTA INTERDISCIPLINAR DE CIENCIAS SOCIAIS E HUMANAS;B4
25913425;AGLO;C
23849045;AGON - RIVISTA INTERNAZIONALE DI STUDI CULTURALI, LINGUISTICI E LETTERARI;B3
24478377;AGOR@ - REVISTA ACADEMICA DE FORMACAO DE PROFESSORES;B3
15161498;AGORA ( PPGTP/UFRJ);A2
08745498;AGORA (AVEIRO);A4
01047507;AGORA (UNC);B2
14140454;AGORA (UNISC);A4
19826737;AGORA (UNISC. ONLINE);A4
22379010;AGORA : REVISTA DE DIVULGACAO CIENTIFICA;B2
1982999X;AGORA FILOSOFICA;A4
16795385;AGORA FILOSOFICA (UNICAP. IMPRESSO);A4
19897200;AGORA PARA LA EDUCACION FISICA Y EL DEPORTE;A3
01033557;AGORA: ARQUIVOLOGIA EM DEBATE;B1
18094414;AGORA: ESTUDOS EM TEORIA PSICANALITICA (ONLINE);A2
18081150;AGRARIA (SAO PAULO. ONLINE);B4
26746476;AGRARIAE LIBER;C
1984252X;AGRARIAN (DOURADOS. IMPRESSO);B4
19842538;AGRARIAN (DOURADOS. ONLINE);B4
23579951;AGRARIAN ACADEMY;B4
22779760;AGRARIAN SOUTH: JOURNAL OF POLITICAL ECONOMY;A4
23522151;AGRI GENE;A4
18071570;AGRIANUAL (SAO PAULO);B4
15206297;AGRIBUSINESS;A2
07424477;AGRIBUSINESS (NEW YORK, N.Y.);A2
20383371;AGRIBUSINESS PAESAGGIO & AMBIENTE (ONLINE);B1
0738145X;AGRICELL REPORT;C
14140810;AGRICULTURA FAMILIAR (UFPA);B2
18879292;AGRICULTURA FAMILIAR EN ESPANA;B4
24719625;AGRICULTURAL & ENVIRONMENTAL LETTERS;C
23817178;AGRICULTURAL AND BIOLOGICAL SCIENCES JOURNAL;C
21937532;AGRICULTURAL AND FOOD ECONOMICS;A3
14619563;AGRICULTURAL AND FOREST ENTOMOLOGY (ONLINE);A2
14619555;AGRICULTURAL AND FOREST ENTOMOLOGY (PRINT);A2
